Participant_ID,Activity_Type,Timestamp,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,adxl_ax,adxl_ay,adxl_az,l3gd_gx,l3gd_gy,l3gd_gz,lsm_ax,lsm_ay,lsm_az,joy_lx,joy_ly,joy_lb,joy_rx,joy_ry,joy_rb,mpu_temp
5,Kucania,2025-10-05 03:12:20.488,1.257,-8.657,-4.851,-0.493,-0.225,-0.062,-1.412,-0.628,3.02,0.126,-0.099,0.042,-10329.0,-10237.0,7320.0,1966,1894,1,1840,1905,1,0
5,Kucania,2025-10-05 03:12:20.606,1.022,-7.614,-4.436,-0.462,-0.17,0.022,-1.412,-0.628,3.02,0.15,-0.073,0.072,-9491.0,-9135.0,7142.0,1958,1893,1,1840,1907,1,0
5,Kucania,2025-10-05 03:12:20.716,1.109,-5.744,-3.694,-0.239,0.341,0.215,-1.412,-0.628,3.02,-0.205,-0.106,0.189,-5887.0,-7165.0,4534.0,1967,1898,1,1845,1910,1,0
5,Kucania,2025-10-05 03:12:20.828,2.327,-5.04,-1.992,-0.134,1.247,0.056,-1.412,-0.628,3.02,-0.316,-0.612,-0.31,-4595.0,-6374.0,4820.0,1966,1895,1,1840,1909,1,0
5,Kucania,2025-10-05 03:12:20.948,3.448,-9.222,-5.643,0.215,1.063,-0.35,-1.412,-0.628,3.02,-0.193,-0.414,-0.623,-9487.0,-11534.0,7889.0,1966,1872,1,1826,1904,1,0
5,Kucania,2025-10-05 03:12:21.068,2.794,-11.444,-5.6,-0.27,0.059,-0.748,-1.412,-0.628,3.02,0.121,-0.74,-0.707,-9967.0,-13537.0,9608.0,1968,1901,1,1841,1909,1,0
5,Kucania,2025-10-05 03:12:21.188,4.389,-10.659,-5.564,-1.351,-0.049,-0.023,-1.412,-0.628,3.02,-0.553,-0.777,-0.093,-8185.0,-14442.0,12500.0,1966,1891,1,1837,1907,1,0
5,Kucania,2025-10-05 03:12:21.308,5.6,-9.153,-5.859,-0.48,0.052,0.0,-1.412,-0.628,3.02,-0.519,-0.14,-0.029,-6916.0,-16121.0,10297.0,1980,1897,1,1843,1907,1,0
5,Kucania,2025-10-05 03:12:21.427,4.171,-8.076,-4.741,1.09,0.32,-0.479,-1.412,-0.628,3.02,-0.095,0.233,-0.109,-6238.0,-12353.0,7340.0,1967,1893,1,1845,1907,1,0
5,Kucania,2025-10-05 03:12:21.548,4.882,-9.948,-4.085,0.171,-0.03,-0.331,-1.412,-0.628,3.02,-0.173,-0.068,-0.2,-6065.0,-14680.0,8054.0,1961,1894,1,1841,1919,1,0
5,Kucania,2025-10-05 03:12:21.668,5.689,-10.027,-4.681,-0.086,0.076,-0.258,-1.412,-0.628,3.02,-0.613,-0.024,-0.149,-6959.0,-16570.0,8986.0,1966,1895,1,1840,1906,1,0
5,Kucania,2025-10-05 03:12:21.788,5.296,-8.559,-3.551,0.484,-0.009,-0.153,-1.412,-0.628,3.02,-0.242,0.167,-0.12,-5309.0,-13357.0,6671.0,1959,1892,1,1843,1909,1,0
5,Kucania,2025-10-05 03:12:21.908,3.905,-6.381,-2.586,0.255,0.143,-0.063,-1.412,-0.628,3.02,-0.496,0.252,0.149,-4700.0,-9899.0,2641.0,1964,1898,1,1842,1905,1,0
5,Kucania,2025-10-05 03:12:22.016,3.309,-6.941,-2.545,0.009,-0.106,0.423,-1.412,-0.628,3.02,-0.435,0.414,0.519,-5474.0,-10401.0,5474.0,1966,1891,1,1843,1913,1,0
5,Kucania,2025-10-05 03:12:22.127,2.732,-7.69,-2.052,0.358,0.059,0.243,-1.412,-0.628,3.02,-0.514,0.689,0.551,-5753.0,-8898.0,5082.0,1966,1894,1,1840,1912,1,0
5,Kucania,2025-10-05 03:12:22.237,2.844,-7.582,-2.942,-0.076,0.124,0.411,-1.412,-0.628,3.02,0.079,-0.115,-0.04,-6118.0,-12047.0,4083.0,1963,1895,1,1841,1907,1,0
5,Kucania,2025-10-05 03:12:22.358,3.285,-8.21,-2.622,-0.471,-0.474,-0.05,-1.412,-0.628,3.02,0.034,0.098,-0.006,-5902.0,-12101.0,4487.0,1963,1895,1,1840,1910,1,0
5,Kucania,2025-10-05 03:12:22.478,2.679,-8.772,-2.073,-0.041,0.21,0.333,-1.412,-0.628,3.02,0.164,0.017,0.259,-6824.0,-13033.0,4429.0,1963,1897,1,1840,1909,1,0
