Participant_ID,Activity_Type,Timestamp,mpu_ax,mpu_ay,mpu_az,mpu_gx,mpu_gy,mpu_gz,adxl_ax,adxl_ay,adxl_az,l3gd_gx,l3gd_gy,l3gd_gz,lsm_ax,lsm_ay,lsm_az,joy_lx,joy_ly,joy_lb,joy_rx,joy_ry,joy_rb,mpu_temp
5,Jumping,2025-10-05 03:10:59.205,-5.851,-7.391,3.057,-0.368,-0.006,0.052,-1.412,-0.628,3.02,-0.072,-0.001,0.068,-16523.0,998.0,-218.0,1962,1895,1,1841,1907,1,0
5,Jumping,2025-10-05 03:10:59.317,-5.392,-7.106,3.227,-0.433,-0.241,0.057,-1.412,-0.628,3.02,0.049,0.06,0.023,-16306.0,644.0,-1017.0,1959,1894,1,1840,1909,1,0
5,Jumping,2025-10-05 03:10:59.425,-5.691,-7.125,3.158,-0.369,-0.379,0.059,-1.412,-0.628,3.02,-0.11,0.188,-0.034,-16498.0,952.0,-955.0,1967,1894,1,1840,1914,1,0
5,Jumping,2025-10-05 03:10:59.537,-4.453,-6.493,3.524,-0.377,-0.458,-0.036,-1.412,-0.628,3.02,0.042,0.651,-0.287,-15134.0,848.0,-1703.0,1968,1892,1,1846,1914,1,0
5,Jumping,2025-10-05 03:10:59.657,-0.606,-5.626,4.75,-0.743,-1.63,-0.492,-1.412,-0.628,3.02,2.131,1.576,-1.223,-8789.0,-2484.0,-908.0,1965,1895,1,1840,1907,1,0
5,Jumping,2025-10-05 03:10:59.777,-8.768,-17.47,9.62,0.417,0.842,-1.059,-1.412,-0.628,3.02,0.073,-0.816,0.155,-32528.0,-7384.0,-14214.0,1965,1896,1,1840,1909,1,0
5,Jumping,2025-10-05 03:10:59.897,-12.007,-11.502,1.573,-0.521,1.7,0.271,-1.412,-0.628,3.02,-2.129,-3.12,2.329,-25216.0,2354.0,1517.0,1965,1883,1,1837,1906,1,0
5,Jumping,2025-10-05 03:11:00.017,3.268,-4.688,1.705,0.942,2.306,2.917,-1.412,-0.628,3.02,-2.385,0.82,0.142,8071.0,-8799.0,-8215.0,1958,1894,1,1840,1895,1,0
5,Jumping,2025-10-05 03:11:00.125,-0.158,-3.9,3.275,-1.484,1.148,-1.187,-1.412,-0.628,3.02,0.127,0.32,-0.362,-6662.0,7592.0,-1411.0,1958,1895,1,1840,1917,1,0
5,Jumping,2025-10-05 03:11:00.237,-0.23,-1.724,1.592,-2.853,-1.477,0.838,-1.412,-0.628,3.02,1.279,1.598,-0.436,2060.0,0.0,1452.0,1964,1893,1,1841,1906,1,0
5,Jumping,2025-10-05 03:11:00.347,-10.065,-10.649,3.821,0.143,0.2,-0.086,-1.412,-0.628,3.02,2.162,1.585,0.32,-24688.0,5976.0,-11452.0,1963,1903,1,1843,1809,1,0
5,Jumping,2025-10-05 03:11:00.467,-10.98,-11.511,4.987,-1.678,0.719,2.277,-1.412,-0.628,3.02,2.175,-2.184,2.149,-22273.0,1819.0,-4058.0,1964,1899,1,1842,1913,1,0
5,Jumping,2025-10-05 03:11:00.587,-5.085,-13.012,3.412,0.325,0.538,1.121,-1.412,-0.628,3.02,-1.605,-1.456,1.137,-26381.0,-8233.0,-7004.0,1966,1894,1,1838,1908,1,0
